Attendance,StudyHours,AssignmentScore,PreviousGPA,ParticipationLevel,InternetUsage,SleepHours,FamilySupportIndex,ExtraCurricular,FinalExamScore
80,7.236089714249082,57,7.630531431918623,4,3.0627607880786476,8.366461839031262,5,0,78.18080040377025
79,4.186076215985675,57,7.878102168175451,2,1.552754450187144,7.21848196484458,5,0,67.14895671601465
67,9.606908498003282,94,6.113245097610671,2,1.898742785246497,8.60652491794544,3,1,85.42844823837969
66,3.208463134247202,61,6.840117398065127,5,0.5218021215355984,8.704771945658507,2,0,61.31903971807896
62,5.458678408340815,97,7.124152325524113,5,1.8193187030655031,5.036392725123104,4,1,75.30018043424647
76,9.548927361340791,82,8.851840031435223,1,5.799350636283265,5.3016487039711535,2,0,81.08653112287094
92,5.3578185354089785,94,6.045969893192462,2,5.66824429003489,6.001434918283422,2,1,70.41569957318465
71,7.108207581312684,75,7.635109044916528,2,2.0092697408219102,7.677261665454006,1,1,74.21664817043197
81,5.180755183702354,88,9.696107481702931,2,3.4251236176725692,8.553088786046024,5,0,80.05146396931379
81,4.19372161878936,77,6.447522466196496,5,5.457572346665666,6.8397678051758515,5,1,69.74206926803788
89,9.871821183678627,54,8.065697552874443,4,0.03710293584538005,7.427892465097061,5,1,89.9073953375822
97,5.274672050520344,57,9.146089529563389,3,4.864101422025551,5.753999411182244,1,1,70.26820799895187
97,9.152793629433075,74,9.770125230080467,5,5.690217316733514,8.219867335526741,3,0,91.76452645323756
67,3.8396368471286895,76,8.987106558134872,2,0.5479544060013424,8.869312445413879,3,1,69.80744999544476
86,3.7048376322006664,95,8.882262194577624,5,0.9686861161975262,6.07439573165839,4,1,79.72451708683805
86,2.249072663076091,72,9.30595236078305,1,5.7644778166281325,6.979303806402186,3,0,61.60371998543156
93,7.21333460300708,79,7.784804883910175,2,3.225240861842078,5.344464442025496,3,1,80.22256542016083
80,4.948210749790089,94,9.223378130471332,1,0.08517980683034221,7.236546625851874,5,1,80.43383947467463
89,8.914865998717097,96,6.031857618981805,2,1.545791992581175,7.011133767386722,2,1,86.71471903289994
92,5.785679253532457,72,9.69824422150722,5,2.6996620456131577,5.57774593662031,3,0,79.91323854971137
87,9.745547423317774,98,7.773226038068701,4,4.157453466148606,6.7682648524723,3,1,92.5247374952263
92,3.484204125624969,96,8.21352075146299,3,4.398962268820798,6.3364186083462535,1,0,69.54622254105657
64,8.948985343644885,69,7.019528995659529,1,5.972529077552736,7.087323501220757,4,1,74.75541967290532
78,8.212774822333934,67,8.970123331361686,5,1.7250671963025541,7.342617341715197,1,1,83.23800920240657
63,8.167374757152416,67,6.306543225900995,4,3.2293206112108512,5.0339823144288385,5,1,75.86674116529858
94,8.758265824935101,51,9.49054321018734,5,3.19994128715763,8.044023931798222,2,1,86.58923426437433
76,8.088191927543992,53,9.312467316025371,1,2.433871556683425,7.852057167446963,4,0,78.02506447595698
87,7.009762573051323,79,6.864240464979066,3,1.0149713630545212,6.465145544826089,1,1,77.8117237236817
89,3.0499590214591006,82,9.237297593141049,5,5.864739379103055,5.211743742275273,3,0,69.64903097258087
88,2.2602094359300153,85,9.145430932245926,2,5.119903119999517,8.019730159140202,3,1,67.65163369676601
65,9.366782782525494,67,8.528866391015796,4,2.989998169765423,8.82070064191253,4,0,84.95574203773677
94,6.933202516165904,86,7.49408070759875,5,3.619472536104179,5.960606384088057,3,1,82.60487506358565
100,8.37229832780941,68,7.0859950167274715,4,1.3635663213579738,6.294098454948152,1,1,83.06758194924127
96,5.852178812100401,96,6.9271343611574,2,3.2627224223504814,5.73525155792726,1,0,75.4309434590594
83,2.938465511699156,77,7.274435851054429,3,4.169820798728855,7.307744493379358,3,0,64.68502365656289
88,3.0014863376204035,89,9.61423377373012,3,3.0910021703195327,5.61936557858982,3,0,71.93217615638989
90,7.484522297831771,69,6.3105631039551255,2,5.941711023509647,6.424775773845518,5,0,73.9846443192847
94,5.4424471591957015,98,9.315485105011835,4,3.668049937486357,7.788052055737052,2,1,84.01218055277096
92,3.6041978136026938,82,7.395560300167294,5,2.2258422755530143,7.240463932037393,4,0,73.24816392305989
80,5.932756373931495,61,8.086397584045432,2,4.6329121656950285,6.545850257311741,1,0,66.70696308725245
91,2.5136714966010727,100,9.177942534593964,1,1.0227750694898523,6.680998407230168,4,0,72.72554054859015
82,6.65577121531519,64,9.537506188091886,4,2.307094882237599,7.248443530492918,5,1,83.07839227451856
92,4.151947235480781,90,7.3791256802905885,3,2.081753702265515,5.023458911548645,1,1,71.38766646195478
62,8.380472805097504,88,7.847373925100442,2,2.5908425706466636,5.314039473814439,5,1,81.01745455839426
77,4.48289567138859,51,7.658064259267169,3,4.690678955572357,8.525032271052046,5,1,66.49138397543615
84,5.64176119265441,78,6.053004134015643,4,2.9050381929804447,5.311515956365163,3,0,70.3710751862874
90,2.092964319264805,90,7.183771555434626,3,4.764086701595776,7.827214384842021,4,1,66.74232850631914
62,2.579575102356471,59,7.836756934930247,2,3.4589334188391954,8.68015265643621,4,0,57.96737114321065
99,5.1399484512534785,51,7.644374435521759,4,2.0524166079453323,6.082734417206924,3,1,72.34869773295503
83,5.839510677736988,100,8.887716910062718,1,4.859872462100835,6.481965748238057,4,0,78.89338062645236
91,6.80016438495443,60,7.539214468884413,2,1.4297380233185495,7.275685623378865,3,0,75.10217465324463
81,4.333300629674426,62,7.957505795882681,5,1.346297878798773,8.526835878554339,1,0,68.35768301071253
82,7.55985508901234,59,7.718434368529453,2,3.0270175443290146,8.76762234904168,5,0,77.02298601269176
61,8.880979177513638,63,8.962504595577482,4,1.5650954757725335,7.958252992445072,5,0,82.96746205424407
86,8.238807911146798,67,9.45188959594785,2,0.05452220970729793,5.3464790434187766,4,1,85.54671816730894
61,2.316950602786857,100,8.127556316030056,1,3.8897851637928094,7.676616622139403,2,0,60.962457176851835
85,5.8440555780626315,58,9.157728776780765,1,3.0665629288343883,6.641214887490648,5,0,73.19285352320084
76,2.839441427345399,88,7.187146728079402,5,2.6731068869589674,6.882803997964246,3,0,66.55356872450614
99,3.9363601269002197,77,8.165478440629075,3,5.801811087709892,5.196593561380708,2,0,68.01322706442404
92,9.893300746137172,52,7.38091981467989,4,3.427195103777482,5.764248557385432,2,1,82.23420775014313
68,3.139964343212106,69,7.656803702287322,4,5.180589466736307,8.16205443013459,5,1,65.18545101062696
98,5.9911052276108485,55,8.929655459250675,3,0.836701417230961,6.815835332191439,5,0,78.76192764086584
88,6.945245874544953,76,9.526649929330851,1,3.4152387787765663,6.206648966524595,5,0,81.40569845924131
85,7.619719764352832,51,6.485981564351062,1,5.207877760385418,6.536076295859832,3,0,68.35341867326125
94,6.477189467895313,78,8.538557025949522,2,3.4986345436793878,8.41759805330272,2,0,78.69469775770834
84,2.0781667793534693,87,8.328575230311195,5,4.30808506876201,7.995996069619828,4,1,70.2537454160062
83,4.611690465951935,52,6.473660156703728,5,2.2322614068732443,6.089261588724331,3,1,65.41563698498726
72,6.141693147077691,65,6.847577321760436,5,0.5546971022223997,5.470007360849493,1,0,69.91349148106123
66,2.702931993158667,79,7.2440099789307215,2,2.7474017707624285,6.007992886576287,5,0,60.701870734989186
95,4.805015449673446,89,6.667724283270006,5,2.366876345033145,8.683025804218936,2,0,76.33297307715081
79,2.2656248703309325,51,6.974917930097368,3,5.202361094273684,7.326355351399021,3,0,54.51160832579948
60,2.628627977240166,66,7.07040319544683,2,1.4639718141148335,7.133920834979131,1,0,54.38739630847335
67,5.1753862096127685,90,7.3426953321562385,3,5.800405365210649,7.385574398769846,3,1,70.97772659549919
75,3.061726032344483,61,8.997561811204637,2,5.748828718826977,6.464113062986061,3,1,60.806079518857665
73,6.540326786092465,84,8.287648815402402,5,1.4857898584286322,8.22842808127805,4,0,82.52022405971294
71,7.515719753098126,92,9.944986687805606,3,2.088311732863923,7.093144997201,4,1,87.62653636191256
82,8.404693592872663,50,7.658943307869884,3,5.3733344452433105,5.466991611075182,3,1,74.37899997531443
74,3.6012019539584808,94,9.015460295347701,3,5.7997333253766445,5.516260499316251,1,1,67.60430683605992
87,3.339860658072558,64,9.485873685506135,2,2.6606346170162642,7.147436586010473,2,0,65.44802007002367
93,2.836542722675202,75,8.715913972152167,4,1.925982273845387,8.746280872283357,2,1,71.73256367607438
61,7.091441996349094,86,7.647458961669984,5,3.156564079509252,6.2334084867047945,5,1,79.59992534027738
91,7.651805811895209,70,9.014378522983012,3,4.126615238194409,8.478164675436872,5,0,84.53588904759896
82,2.2526891586051363,98,6.814668551090739,4,1.6408470922498788,8.056382346315518,2,1,69.32884664077223
81,9.489697969949518,80,7.31020866072053,5,4.418839047714437,5.991249771627627,3,0,85.487592086639
84,2.4157702692117793,74,8.186741020397156,5,0.3099441426878462,5.145362993264969,3,1,68.48349053576379
81,6.330370682408564,72,8.301637549144594,3,0.29576695658649865,5.407389060569531,4,0,77.13090837957363
81,7.672484155607331,73,6.088565901890518,3,2.317726230873271,7.91397573538976,4,0,76.94659551523446
65,8.967752989968684,87,9.780456755024035,2,2.1208391523643235,5.798678952162587,5,1,87.26500225814138
74,7.712695457059422,77,8.78650908486956,4,1.8937992922029137,6.485083682021575,2,1,81.55167457017879
96,8.413824664558334,70,7.982815000927564,4,2.9461185760134603,7.0067966640257,3,0,84.34986202166631
92,4.7156015403424485,92,9.732508937633234,3,1.9244014938694274,7.901872673800652,2,0,80.38262309157483
67,8.518600909972097,67,7.7563822610033135,5,1.1535475108085516,5.452924893036501,1,1,78.85285755438484
64,2.640918771077401,85,9.921742281081487,3,1.8568172945316055,6.625465621109846,2,1,67.75349973227938
98,9.158533248484222,84,8.04913902897394,5,5.84942563686141,6.940291636570782,1,1,88.00162725643796
63,6.38073900922989,94,6.457143079991917,5,2.4666805019690914,7.163308255886159,4,1,76.48791562858923
65,8.53838215969995,58,9.059203889837109,3,2.6682766611500144,8.273442565580867,4,0,78.57655066273088
91,5.618546276146401,87,8.715590900311362,1,3.4592699397068403,5.686712780172868,5,0,76.72553452594046
89,7.1486215615722,79,9.091946885222347,4,5.900044610485359,8.23132580730649,2,0,80.8322160146748
94,6.211221287488906,93,9.805768114902724,5,1.449607658614578,7.771513710786609,2,1,89.38365185026018
99,7.852716174042655,83,9.105957210604073,5,4.087692663194603,7.223483256795838,1,1,88.50543867351747
75,2.6530398562447166,81,8.445346408866587,1,4.2959081612503445,7.798111481610288,4,0,64.073322757776
72,2.4828166719245104,52,9.429235609443364,2,3.6439465007583953,6.6480709558066255,1,0,56.10246683418741
89,3.9768258720811716,52,8.692985757418127,1,0.5314700378198645,5.553590343872498,4,0,66.85517094367779
78,3.2763574409055067,77,7.632476227303693,1,4.061233654965459,7.663060961061469,1,0,60.329859968750995
76,8.974268532737614,93,9.542479056967093,5,0.38456826621705287,7.098689226742489,4,0,94.27005115197053
78,3.7537118988643545,64,6.8876018431374915,4,3.5768558972993816,7.557499202171102,1,0,60.58453370162781
87,9.806922046553051,90,8.858565099634896,1,4.437487063330456,6.3519951241139605,4,1,89.88522126257295
85,4.695166334168855,72,9.526253819763028,2,1.2658193437197025,8.627466309359344,1,0,73.88554939674763
96,3.4569433255095943,89,8.925266078813184,3,5.049732045256644,7.349479474302308,2,0,71.8442553990248
85,8.317588057139833,60,8.789101676215427,1,0.18212283319802558,5.341609937163495,5,0,81.06009792211624
82,7.269662204007009,97,9.010553176287344,1,5.062877181949837,6.799215962817715,1,0,79.48372640457946
68,5.985565731625112,81,7.860220993202578,2,2.7619743038565905,8.025424218974537,5,0,75.03341242939759
71,6.44290840750105,85,9.496682728628103,4,1.305527639589867,8.17653824692909,2,0,80.45870823121416
60,7.753614226178111,82,6.813745900544365,1,0.802668869963808,6.9783882110550355,2,0,73.05935571191257
60,3.82763793065039,73,6.509545664001357,1,5.719843005494235,8.578990283325204,4,1,59.81481929103069
93,9.970671328453935,88,7.142035120474047,4,0.43599352548694026,6.070673748777191,5,0,92.2085436734126
91,9.798345297174265,83,8.126309587099973,2,1.194560519615554,6.642394788953066,3,1,90.33560072834402
84,7.202605490775495,77,8.042247181637352,1,2.086934084598276,8.59438764227588,4,1,81.74402821095043
99,3.596339607433161,86,9.282395030706347,4,3.721409093766723,8.585026865886316,5,1,80.0852200882805
60,7.4418259394503306,56,7.61827462561607,1,3.2688065116565905,7.742851075298724,1,0,66.38247944034727
75,2.5775872718334067,53,7.937377705166035,3,0.7538609544738839,8.435922188488881,1,0,59.1005833770163
98,2.2452200176464485,86,6.0534707330375825,5,1.7383679024292877,5.355093067824931,2,0,65.96286177812519
64,4.0614631080897095,50,7.638956945771756,3,1.4325106265161445,8.459979904831105,3,0,60.85100943034493
81,5.70098365391453,50,8.591096931801369,1,1.2812571269420483,6.282479626200907,1,0,66.4331646202711
88,8.946180043267045,96,6.062033322506369,2,2.466866018879922,5.713326049712865,5,0,85.16474456887086
62,7.817352558130464,69,7.123527860744975,5,4.224188715549941,5.957479345368185,5,0,74.80419419790753
71,7.941652169599848,68,6.83182543715756,3,1.3047175933034156,6.671874032055548,1,0,72.91557650703915
85,5.403946675584603,78,6.167941715638353,4,2.2000732782178885,6.0047680184178684,5,0,73.11498495359332
75,4.767479940375703,59,7.9170403596581505,2,2.3455045610469734,6.282270344065996,5,0,67.20392996323358
96,4.968310103876822,67,6.726893172912626,3,5.8587391766124615,5.539913944286568,2,1,67.25139587448344
81,9.901196509888463,77,8.97232615852552,4,5.727998141274413,6.184707062235994,3,0,86.63813066336624
88,2.32087353129986,84,9.391711535053394,1,4.800825496512456,7.289135258168004,2,0,64.76302878323001
73,8.936251968979589,92,8.182340730676591,4,1.449953524915111,6.767414832364256,3,0,86.94544044035396
87,6.629403268579147,96,9.926829370084565,3,0.4082238845500181,6.386875044943645,5,1,89.92962173702286
64,5.508923353516724,80,7.801914285882381,3,1.9014248263237485,7.985808515428456,3,0,71.23458557329596
89,7.802061283321092,76,8.053472840899662,1,1.6007672966029851,8.57403988557327,5,0,84.04042176940783
64,5.893351531397623,60,9.956871015831,4,3.035554800878363,8.027156891609588,5,1,76.9907010061202
71,8.987385904653284,98,6.926193743860195,4,4.666367460406758,6.328002808470717,2,0,81.22283390482514
75,9.205614912090068,98,9.77018375870762,1,5.149937633273148,7.977768671350215,2,1,87.92986719460245
85,5.373767414987643,87,6.171350220476453,4,5.0691845124630515,5.607920729896205,4,1,72.41285583715612
85,4.214622377880413,54,7.785547561052779,1,2.1580533673384066,5.521271952365163,1,1,62.00535776363366
80,6.738802628746898,57,6.280014048532263,2,4.123406060764097,6.382508148144636,4,1,68.52918614582242
98,9.298906764933527,83,8.916938971654572,3,1.8770051851453202,8.230809476176228,4,0,93.25649793251372
95,3.6852975120453326,97,8.433635743520071,2,0.3654332594110963,5.985392988969208,3,1,76.3453430638337
92,6.983732668507862,61,8.826537053870386,5,4.209391593617654,5.253013635594718,5,1,81.6872297118522
89,7.052481760740164,87,7.497921599872068,5,0.05896531541872707,5.52683814082542,5,0,85.43935562985351
96,7.864904179322248,50,7.477927736125521,5,2.4550955247509316,8.434979874118321,5,0,82.00420750952215
82,3.0525414810180784,80,6.181277115843578,1,1.9762756158124544,7.535133138989151,1,0,59.55768317673991
69,7.7265997174567085,53,7.399779758118559,4,4.160265231113114,6.012804653479907,3,1,72.04521500973773
64,9.272260165325129,98,9.717153609048237,2,4.5974728365622735,7.221183301312726,3,0,86.33652450475576
95,3.4374648709619358,94,7.516906148721796,2,1.824567815827703,7.110318489701402,5,1,76.4278531919946
93,3.900346599391021,99,9.32547082488788,2,4.869762086669121,7.621743913762645,4,1,78.81447767405984
90,9.771160752333117,54,9.369302018999736,2,1.7635005630296026,5.932750217686465,1,0,82.633669573027
69,3.447815621675918,79,7.492964625516935,5,2.6779581599193674,8.45761194877759,4,0,68.34671412818152
78,8.835080746956633,73,8.527954721584756,2,4.362111162084804,6.237474248320051,2,0,79.63977832200885
91,5.938222851584278,52,6.3814864090922345,4,4.157521375348732,7.776526615904947,3,0,68.54638820970632
60,3.9778485952254163,60,6.414714322937106,5,5.9242108338732,5.06449858548886,3,0,55.40963487477557
64,8.96599921018009,94,6.194630654646853,2,1.3509661452955912,6.490628519576589,4,0,79.8435764600784
63,5.562442040021324,53,8.324060373500437,1,3.973907481237494,6.406839271835233,1,1,62.49627916997046
75,6.1185388314375215,75,7.7042839105043885,3,3.6580914496546644,7.173937714332058,3,1,73.80553782309443
83,4.8738669551981255,76,8.19212942665696,3,5.490590726940179,5.290945047108786,4,0,69.80178807547209
75,6.743606811479419,95,8.084292762033552,3,0.9381728498692503,8.160525494904434,1,1,81.02905175462222
61,3.308190980680182,92,7.400811964362921,5,4.510788981521598,5.871123207070275,4,1,66.21249808068306
87,5.128652293214086,76,8.709893659293892,2,3.4096116976126103,7.708151259528041,1,1,72.58899845724706
91,9.7552985786823,91,9.034007523665563,5,1.6479952187274325,8.212848492976374,5,1,99.48703334291844
86,4.06506746160902,100,6.058513035510703,4,2.8466094848830448,7.2475078249660525,1,1,71.73789941814516
79,7.253893316330338,99,6.828969199075513,1,2.0026595824187865,7.963532826887942,2,1,80.73655385965994
83,4.601520513797559,55,8.852943472333347,1,3.4758804167307655,7.647441248860022,5,0,68.25774109139383
71,8.187785005492806,64,7.546480690535336,3,5.334003664887995,6.422119188608031,4,0,73.71350349373891
94,3.0469892857467986,79,8.649935787766433,3,3.415829906473212,8.23543415613426,5,0,72.90383471543684
92,9.758568360628358,91,7.387850638938234,3,3.7903345099595045,6.1788054795421115,5,1,92.57525191944475
92,5.630316331069114,86,7.563020609318548,2,3.112487082688257,7.284851671006068,4,0,77.2320970368245
96,3.8884037067717117,86,6.63471549475874,4,0.30699303867285543,7.9815909565661585,4,0,75.07602502401011
71,2.5879739786401013,91,7.0329240786646405,4,1.3971513412565655,6.51582363925003,2,0,63.951533198431235
62,3.358063240700326,86,8.42164703003035,4,2.9520103765924963,6.2110704304697,4,1,68.44319566196472
60,6.158191588448141,84,7.7326524452606655,4,1.8614117024682286,6.8373840406912905,3,0,74.08448341202141
92,4.69602541145029,72,9.09721073177838,3,1.0905815865671653,8.271853977396614,3,1,78.3486347049404
99,8.631066927060875,55,9.410339819753371,1,3.02479705151063,8.719687052582659,2,0,82.59216942168173
69,5.4471001892944475,53,8.16658567286704,3,1.936858760687102,7.180333651439561,1,0,64.80162044378658
88,3.9897141807010392,67,9.033069168224237,4,1.5486458590404883,7.645864821294607,1,0,70.36734757587185
72,6.93715989283224,58,7.22761805277828,3,2.783912504642285,8.613094488955657,3,1,72.60628595551215
71,7.6542177350835665,98,7.659884861600313,4,0.7997055484930389,5.39418740565177,4,1,85.70420343919307
90,3.336335263207599,78,8.851110704867324,5,5.566474398452444,5.928314311464661,2,1,69.68869526024339
61,3.3409537303065413,62,7.544847971268123,1,5.206212587515434,7.83560002500633,1,1,55.42973574440741
94,2.2933714154683438,96,8.354019740635955,5,4.2457235144432115,8.294977847649198,1,1,71.79438065842251
82,7.891216120525124,66,6.741491116330046,2,0.6372829655307373,8.42811611332231,5,0,79.36114351406246
76,7.310436220974441,94,8.399085259881993,3,4.655263526818159,6.66042870741973,3,0,80.176412684777
85,5.797047005998511,81,9.446054828907574,2,4.847743968654114,5.357359609167467,4,1,77.63808361861282
67,8.753363591753576,97,9.474558559293703,3,4.606587706286026,6.75112590919848,2,1,85.98799960513973
88,8.445361223600425,71,8.897377625318159,5,0.683795322715447,5.922938360828216,1,0,84.2905936142135
85,6.682834915174017,53,8.983013516304505,4,3.8634477424065885,6.164785819986497,5,1,77.85007600185554
69,8.946170244106069,54,8.231709780602802,4,5.0059487744963915,8.089070227350023,3,0,76.83093548356821
85,3.646729680294146,86,8.338672360663299,3,3.4641204073180063,5.302108344103548,3,1,71.46794386825543
93,2.895356955181823,90,6.534602325642072,4,3.878444251368534,8.310324869922809,2,0,67.54921372950902
100,4.157996892135917,98,7.775436753685204,5,2.7501808765578373,6.710676343296676,1,1,77.7612511147967
66,2.456694848714519,62,7.803105135545455,4,3.1722439193043157,7.38425572440238,2,1,60.22270407088469
63,6.249356224008256,83,9.833991342670961,5,0.2062611501103513,5.3586089249427165,2,0,78.8497570397122
70,9.492845538359692,94,7.724347450493157,2,3.8337781318397077,6.349436313429118,5,0,85.16558809535535
88,2.314748325348077,71,8.19737057961103,5,0.48868327734695516,5.358803676059383,3,1,67.89611940430233
95,2.9768793120802144,72,8.13300559711641,1,2.61008756604134,8.846174891524438,4,1,70.01080611513113
84,5.617592226267482,100,8.547046868177308,1,1.755930586004447,8.229046597305002,3,0,79.62344557414993
80,9.47100014022324,52,8.992931325327584,1,3.2725677012702787,6.838531017425841,3,1,81.4184233298018
95,4.529248839814004,91,6.9001675046834885,3,0.8004980131392425,5.894410193294684,5,0,76.07717751342976
69,6.0578784695071395,83,8.114897676393742,3,4.149860411839909,8.73382042099941,4,0,75.59195533057778
96,2.3325828724031368,81,9.30367082926412,3,4.7700692215708225,6.3783863829078875,1,1,66.59218397618643
68,3.186745607696711,94,7.852458855350045,5,0.980126698458939,5.643937726749499,4,0,70.08579187037877
83,9.893040983670776,100,7.113830185494292,3,0.625878524111293,7.252657553815819,1,0,89.16827802127395
94,9.720949571488365,98,8.618836301425196,2,0.8730928967241549,8.775096481379265,4,1,97.99950069547313
94,2.039519847475277,70,9.295069583196492,1,5.26276537139101,5.015321162001291,2,0,60.27167822871348
95,9.614494283385913,95,6.252561171709566,5,3.169135570538137,5.9524993730159945,4,0,91.00537986523211
77,7.112959502524003,93,9.107161933628909,1,2.8035659760450153,8.75379056164163,5,0,83.43885087436675
98,8.943346356160177,70,9.286591731847086,3,0.6402709146141257,5.684343867428648,1,0,85.6922557445806
91,5.637918845070873,93,7.846091710354427,5,3.897336040541771,5.45297380655928,3,1,79.5536414948788
83,6.124768228634002,60,9.933222627273869,4,5.207997551370539,7.280748863199218,5,0,77.90653139028534
82,5.9107726420553615,88,9.146833362829236,2,4.969115215940718,8.44737529317932,1,1,76.31218404200773
91,7.334914060368835,53,9.094650259582663,3,3.7563282538848077,6.9084392707757045,1,0,75.07215214264757
96,3.1172100380505032,100,8.991354297648288,3,0.45167229991004176,8.978257026738099,3,1,80.84906594197506
71,2.2397887189814236,50,6.602432412873096,2,0.6743821630560778,7.716686798151971,2,0,53.37674518738521
72,4.463439532729527,77,6.868923545812043,2,0.29585392265894805,5.2962996288417905,5,1,69.74285332987496
82,7.637446101893174,73,7.8559605258577,4,1.5448752989548158,8.971328526727902,3,0,81.17665153649997
84,3.614827616983587,84,7.056017399837863,3,0.8139688029622665,6.631576947120761,3,0,68.75891921497985
94,7.3874594665993385,62,7.660963889336162,3,1.5602882415146033,6.149610135381931,2,0,77.79488618204833
100,9.759296368858163,96,9.553856439691682,1,2.31034833431377,7.231516734311542,5,0,96.7130374628901
89,2.751205726315347,83,9.297307567517077,5,5.657896704426814,6.217230367283458,3,1,71.68513748281671
76,7.38081694580101,60,8.520159513919928,5,3.6622563586901524,5.345830028480609,2,1,76.02760492605566
79,5.550001754436569,85,9.432481577004413,1,5.009842714097774,5.005713372316707,5,0,74.5289361235107
84,8.945138035020044,100,9.135089556068998,5,4.262109004273993,6.79833341168105,4,1,94.94008997626469
81,3.4171983155790873,66,7.715939727363562,2,0.6750187831597905,8.34745368890637,1,0,64.05271865629837
72,7.541007617809316,84,6.8042606081997805,5,4.415522438243693,7.289260742520306,2,0,76.29122301835028
78,8.70492231718488,67,8.056804160037357,5,1.6505932893547466,8.996829195773763,1,1,84.51908357750624
95,9.556913755792186,89,8.944915530114201,1,3.834647081968238,6.147386582588799,4,1,91.26422703042988
71,7.4659842263171665,71,7.745678394918372,4,2.045771841857931,6.121820259040222,3,1,77.98302920806766
100,5.9773981120674184,73,8.66708763913559,5,5.986033579587955,5.638997840935777,3,0,76.98017133077192
78,6.942777921609711,68,6.3773097051641745,5,1.581308876980667,5.656254353061341,5,0,75.85370961892414
71,8.951239875829746,86,8.992018945485613,4,1.674782824645618,6.140746384040192,2,1,87.68187672715077
68,6.5648779731106375,88,9.250854479572247,1,5.58403353337439,8.171360181094109,2,0,74.18745300298367
66,2.243096477574695,70,8.827351423122165,4,0.14786642781793602,8.623027162545792,5,1,68.98720804943898
87,9.447589564055821,57,9.869054350105461,1,4.180133927239181,8.900348678830724,1,1,85.46775322140749
73,7.516214008252489,77,9.306608229842562,2,4.3519583444152685,5.929158616385811,3,1,78.8302850310149
90,7.412107086217972,54,9.612374911506153,1,5.018271464462396,8.525190182456367,3,1,78.6983561982827
78,3.7254012191817374,66,9.734284333830592,2,5.846635863830852,6.313020357109348,2,1,65.53299198760631
75,7.271083761861258,86,9.205391967495235,2,5.853611514939915,5.451362178067537,2,1,77.734900047507
64,5.150915245233268,85,8.697035368025997,1,0.39166054539878337,8.480099702080663,5,0,75.10709385134265
94,7.209863816331937,68,6.022874325443157,3,4.931035936517415,7.544422538574475,4,0,74.9113325354886
71,2.8527442424639258,76,7.863303012892499,1,3.877859601944288,5.658923584324247,1,1,58.18936468982447
84,7.262762436824288,83,8.284649194489443,5,3.884052806238547,6.71932503005201,4,1,83.62087848159659
80,9.995309806165332,60,7.216121089791999,5,0.7700995596881688,6.149030779508271,4,1,86.78099076640166
95,2.3856963108844482,94,7.272417787613888,3,3.90112299867392,7.9471782748407875,2,0,67.98718304757395
82,9.817393473770538,96,9.844637662840661,2,5.8948954836074865,6.813664922497072,2,1,90.46063427056355
75,5.255263685782965,61,9.566843460810983,3,5.470911417236682,8.95711978042554,2,1,71.33747319962889
98,8.966027602698073,70,9.396716022006817,5,2.6347839648291034,5.2189799290383805,4,1,91.66810689349936
98,8.259083872466189,60,7.624047206824443,3,0.23968783971656604,6.420061064544987,1,0,79.95026688814747
73,6.536130087893342,88,6.054794201635659,1,2.173760940001229,6.92760066843991,2,1,71.05683829840372
90,7.907593674010612,77,6.320888985822856,3,4.9583418696033315,7.012534218993279,3,0,77.98663060528041
64,9.028124490410782,54,7.248785472870415,2,4.208994608790996,6.263743289542547,1,0,69.98160119272853
94,5.233122573208264,66,6.062971651982708,1,2.756061933563738,7.916960996390272,3,1,70.52862923456473
82,4.61626529250591,69,6.068599127660793,4,0.33060921095298657,8.498988293955898,1,0,67.85198495207028
88,7.340747084508678,90,9.666413206569644,5,2.5613683669398157,8.754877207911452,2,0,89.27047128671832
70,8.46276753553007,95,8.824634008476217,5,2.814149638307301,8.220373507198104,5,0,89.21756165969904
77,8.098281078212926,61,7.235823960272611,3,5.571333197364815,8.402320789226398,2,1,74.1063141667994
71,8.382509190869076,55,6.530578310403813,1,3.846516621492957,7.2021812024799825,4,0,70.94658865968142
68,5.484666518503464,66,8.046542871580309,4,1.8699174999278934,8.303552905707258,4,1,73.09825414126489
69,8.542673729400173,100,6.021384643417457,1,3.1519095867043285,6.2140156365918084,1,1,76.92672658902903
76,2.9616724429648675,68,9.753654975432577,5,0.3963318469329604,6.593915048436857,4,1,73.60364677095016
97,6.355912783686796,75,7.659260477555788,1,5.835409413898421,6.267652055274177,2,0,72.70537937304472
66,2.0460692839849726,97,7.609339820949331,4,2.160359411584356,6.869549341791702,3,1,65.5209521703432
72,4.596686639202162,93,7.562374430327129,3,2.867204129478815,6.1423184649545455,2,0,68.18808427308261
99,4.931692278971183,93,6.277313321551059,2,2.1317038454215353,8.846445769017787,1,0,73.27579125366083
68,5.169381532874043,81,8.553288959167306,1,4.095070380697201,6.251378512022672,4,0,68.75335639398149
86,7.563737653518897,55,8.932014478513413,2,3.9733929499775584,5.392178152443759,3,0,74.65869898480312
61,5.108464810162766,85,8.70450159035316,5,4.291933863174814,7.107268664201653,5,1,74.90637558642644
64,5.589548980980245,87,6.553741973317577,3,1.608859377671525,5.2283963137807055,3,1,70.85570888782318
88,3.9003530469946197,60,8.31536067214237,3,1.894010886984396,5.442172665234322,3,0,66.23717142202692
