Attendance,StudyHours,AssignmentScore,PreviousGPA,Participation,InternetUsage,SleepHours,FamilySupport,ExtraCurricular,FinalScore,PassFail,PerformanceCategory
55,9.993534995658349,87,7.078019479536677,3,0.8110387397589083,6.129587205808098,3,0,66.68701837304805,1,Medium
71,5.558065814371797,85,9.236358338609296,5,6.335130590365834,7.0190750023080675,1,0,56.078877705208654,1,Medium
60,4.732101180813334,79,9.51118201731119,4,6.492576034812385,6.959684964031361,3,0,52.67421366621125,1,Medium
97,3.1285485650558753,57,9.3867780610263,4,3.8581920006523482,4.023759658072857,5,0,53.161166247081425,1,Medium
65,1.2052257878646444,81,9.871861193396288,4,0.4584824800838945,7.006976388744942,2,0,50.51760607123086,1,Medium
82,7.310236714582816,99,5.137595925702076,4,1.3967188099774912,6.302634747864455,5,0,65.46224292593101,1,Medium
58,1.9259902778563043,59,9.199080810727654,1,5.659410201295459,9.832476012847343,2,0,40.8785437190723,1,Medium
55,1.1528202124728437,45,8.758860865195466,3,5.694223559927596,4.954954503962979,2,0,34.04233414701994,0,Low
65,4.2176265973051255,51,6.143472047001824,3,7.186842201341323,6.1249251805569696,2,0,39.56612624784196,0,Low
78,7.953418379590974,41,9.781600466937638,4,4.661489172436663,6.516888910538919,3,1,61.13212415985142,1,Medium
52,7.450645481202204,46,5.740889641149727,1,0.9928589417102192,6.344161222605693,1,0,47.70321013997415,1,Medium
69,0.5488261464647493,55,8.397749635669541,4,0.9713192440397771,7.994984965911176,3,1,46.09360930005979,1,Medium
85,4.551436850361561,42,6.1244510840795625,1,5.7690588588545895,5.293077145286613,1,1,41.31601775213362,1,Medium
68,5.22434576071169,84,7.1569032438703735,4,1.4702773208632092,5.326429316883951,5,1,59.62076393438454,1,Medium
75,6.445466506258222,42,8.595799484722844,2,2.627083996932843,8.375265691005119,4,1,57.71173076405081,1,Medium
52,6.501673504432281,66,7.8166232101652335,2,3.8976960553753113,7.001743112069078,5,1,55.53272985500505,1,Medium
68,3.646972494573059,89,7.137509156640558,5,0.1981190206092096,6.490934056343862,3,1,57.54377649304217,1,Medium
69,5.60677194003514,82,6.631692154659936,4,1.9905522161594549,5.015218310063511,3,1,56.88532959846592,1,Medium
81,4.810618838440864,79,9.198298278543952,3,3.2631168680582405,5.1251633374729995,1,1,55.9047501489646,1,Medium
56,8.849983565232812,77,5.719071751574068,5,2.23709054794565,4.0633098208954035,3,0,59.46395835816904,1,Medium
90,5.302651326349002,72,7.150514382649,2,1.0909626197405267,4.548557613170256,2,1,56.10285547998318,1,Medium
82,4.410321617481616,67,9.518787858875712,4,5.824098062369579,7.341032168141446,3,1,55.83566189575411,1,Medium
89,4.044854496818507,40,9.229247752299838,5,6.505181241343879,9.351238780050458,1,1,51.31425571418999,1,Medium
88,5.724277594334657,94,7.004708812365234,4,2.0598318091497987,5.722988590783345,1,1,60.850166838322195,1,Medium
67,8.039769794008976,47,8.81554181800654,2,6.195355956850427,5.966483355376769,2,0,52.70224377171439,1,Medium
89,5.384014903807875,76,9.115804153544296,5,3.0844285152105106,4.693633663669074,1,1,59.81954022237743,1,Medium
50,6.6165517508054155,71,9.444437120018149,2,4.053486326832022,6.331785673642616,4,0,55.55338798544071,1,Medium
60,7.37855766906525,99,7.72252884524614,1,6.848008599145222,4.223330227415975,5,0,56.19967651194909,1,Medium
77,5.2016810987873185,87,6.022304430273559,2,5.999629454419263,9.505604177571401,3,1,54.267233071137916,1,Medium
74,4.268170566548644,82,6.276545382519658,4,6.440934810529422,8.038668088747173,4,1,52.57331074618206,1,Medium
99,8.766653778624494,76,6.478473370208021,3,1.0947613326908545,9.944492856359313,3,0,70.2479528114519,1,High
72,4.175060840278921,43,7.969012404048078,2,0.5577554066698358,9.296938976070962,4,1,53.556119532152806,1,Medium
80,4.6194285057558755,69,5.164048120643042,3,7.147237832703897,6.837943562188916,3,1,47.12586328429204,1,Medium
79,9.903413133417772,45,8.180212343899841,1,3.102674156568755,7.118110186902261,2,0,60.86475983300214,1,Medium
91,0.002375235758845795,85,6.82177119214116,5,2.3030374245574468,5.143456279103163,1,0,44.19314966237878,1,Medium
84,1.8547290957672247,93,6.47620901244821,5,5.797570034094596,6.7722360570373334,1,1,47.68274326677378,1,Medium
56,3.8396388991972574,58,9.397482853640632,3,6.691324772638853,9.418167240956869,2,1,47.66762218653289,1,Medium
65,9.325899094252529,71,7.300011977903995,5,6.899916975186407,4.305120541814927,4,1,61.4936891336621,1,Medium
75,0.7002970574747103,48,5.4752652276634635,2,2.527977129001819,9.18134081798986,5,0,39.77166896967255,0,Low
97,0.09485433628498074,51,9.133733840131235,3,6.817699129613392,6.045686809855658,4,1,42.35430257868765,1,Medium
98,0.5268383597722859,50,5.238206287182533,4,0.3274715549947631,9.397076590577859,1,0,43.09474121814314,1,Medium
51,0.8854341061361815,85,8.633746120840984,2,0.397291931677751,9.645279438048908,5,0,49.40087209346086,1,Medium
50,0.3759677320626087,94,8.869531108853327,2,4.9881535613932355,8.025189322011435,3,1,43.374954423551856,1,Medium
97,4.797813268565047,55,6.763013029644291,2,0.5048509529243699,7.986542719556067,5,0,57.42410880262174,1,Medium
61,5.8075720722732775,40,9.123939281388934,4,2.596873348081292,6.71652602625244,4,1,55.29536027437463,1,Medium
54,2.716869710690041,84,7.578297029282267,1,5.382047889975392,9.013241347262245,2,1,44.7375029411198,1,Medium
86,3.9828738397563557,94,7.316468266363984,5,2.6981351684338106,9.7696765505997,3,0,60.56100924345284,1,Medium
81,0.9169933511143014,92,5.227016407343463,3,1.4367982515207673,8.650490802034716,4,1,49.634077838806206,1,Medium
58,3.3637046382842204,60,6.450145968244529,1,2.250804974830733,7.731620402540255,3,0,43.332390875151795,1,Medium
90,5.225191916345231,69,9.6550498544265,3,3.6606026580034543,7.640757374928021,5,0,61.465519945695384,1,Medium
84,7.3227180718464515,52,6.9591198164175,5,3.803086842843859,9.096819409501974,1,1,59.665002618524994,1,Medium
68,0.03346362042979223,73,7.733502602783842,4,6.264001850777616,7.24722259462779,4,1,41.50532805044347,1,Medium
97,4.673107665376525,43,7.660108394921259,2,6.0012258354521,8.823159317492935,2,1,50.289075408490795,1,Medium
65,2.970028764548822,67,7.952155449113467,2,3.6545424364490815,7.053311531045475,5,1,49.28874629687728,1,Medium
52,8.528218216919013,77,5.306654778216413,4,6.765338792790171,4.374665649843545,4,0,53.14618815421464,1,Medium
69,7.15553315234242,97,6.810881273993641,1,0.9138971087311667,6.303682053424931,2,0,59.81901922318404,1,Medium
73,5.891085344708948,70,8.61564136941277,1,2.042826801831212,6.666645746028992,4,0,57.05833292358206,1,Medium
82,2.772656456967736,98,6.002801255364915,3,6.623811708018012,4.849703469919703,5,1,49.44930891988848,1,Medium
73,9.103391020575343,94,6.017891887731802,4,3.023952309009225,4.614977975135277,4,0,65.2725965553783,1,Medium
60,0.4510067722032318,66,5.050453033445123,1,7.849452470350737,7.212789697941725,3,0,29.16333628378132,0,Low
98,1.0946759867911515,44,7.187409633041049,4,3.7300262522226832,4.510861819336493,5,1,44.970924528819125,1,Medium
57,3.9163014054035603,64,9.41367190336711,5,6.335484983710113,5.817671007340504,4,1,50.58902964035484,1,Medium
85,1.2443755729685635,42,5.2595047179365455,2,3.2184563310589756,8.467581855778455,1,1,37.682426070101094,0,Low
87,9.56415697559425,72,5.955593547480013,2,3.399628152499443,9.786593077407884,4,0,66.63409941576211,1,Medium
89,7.979893221433834,43,6.550422691713775,2,3.063065178273468,8.30722348331157,3,1,59.24271952536545,1,Medium
69,2.5898265160181366,64,8.658623682821064,4,5.752604964086494,9.955753290717222,2,0,47.12671181822836,1,Medium
84,5.885542289732454,59,8.203177964012934,4,4.380143072479956,8.190027827676417,2,0,56.2310004686279,1,Medium
97,9.823305150800817,73,7.079719522909276,3,7.550224890946953,5.762766823925965,2,0,62.44969238836348,1,Medium
74,8.841989781315029,65,8.795344696291878,2,2.007122532272838,8.032315243032171,1,0,63.16510539772668,1,Medium
84,6.00798446442198,44,8.04815505828451,3,0.8045018566675548,8.212940591181423,3,0,57.64739733520023,1,Medium
74,9.037239671752705,74,9.480203998286095,2,3.1460918807937217,6.2303619076987635,5,1,69.04008472679126,1,Medium
78,9.891849098133589,100,9.090133745693464,3,4.933701661174208,4.1062831036563345,2,0,68.21083403044221,1,Medium
67,7.433528228936241,67,6.264068030446003,3,6.88639149532396,8.219198708652922,3,1,54.857930154175335,1,Medium
95,0.6498640948289403,68,6.357192888171001,5,2.7695750934426213,4.1302005716532495,4,0,44.93852490462617,1,Medium
67,4.015802364254874,48,5.626782378961928,3,5.230294008995693,7.787128468360427,1,0,40.339731821354704,1,Medium
51,8.378257352832454,91,6.684823628587282,4,2.8015894481857524,4.9816989324553305,3,1,61.707563576117806,1,Medium
84,2.30569195805019,77,9.997719593595471,3,4.937756663955665,7.39362116648826,3,0,51.51826849642921,1,Medium
65,8.306425177506245,89,7.028755843075305,2,7.078463576245207,7.0234781522836,5,0,59.598341746346065,1,Medium
90,1.2033876203499594,45,6.102442173445532,3,1.8508611380752722,4.081081853837095,3,1,41.12208256334574,1,Medium
85,0.46945357147813005,58,8.812414422377765,1,3.2339331368563133,6.177194901970621,5,1,44.741218601883624,1,Medium
82,3.840906114912496,99,7.71235501731328,2,7.946121571437972,7.606547004377816,1,0,49.07958649509655,1,Medium
53,0.36731937426613626,83,5.748007247634763,1,6.948456225995686,9.09163931139268,1,0,31.810582564666305,0,Low
82,9.572702629833255,96,6.903448405804329,2,4.517118863169616,9.331852683019104,4,0,69.46869983238435,1,Medium
63,8.26205695793966,50,7.072348577696717,4,4.1330207348342025,6.90309982019934,5,1,59.75796939170952,1,Medium
70,8.007696871298752,41,8.769148502846093,4,2.276803058437448,8.37053492379663,5,0,62.82406306692604,1,Medium
97,6.297779229961531,86,5.1033568444595225,4,4.137675421548235,5.898727459200746,2,1,58.63585351444543,1,Medium
69,2.163240230365535,83,6.3450982339915525,1,6.785451986239577,6.053118434551944,2,1,39.980134766575546,0,Low
57,5.182603666763922,83,7.58798150657761,5,5.4813961062222445,5.166781115093882,4,0,52.73217115687438,1,Medium
56,5.97274072430341,48,6.3442337122642165,2,2.3203522254238926,7.371688659959435,1,1,47.75661664870053,1,Medium
52,5.250315008602682,60,8.142170237094994,4,1.6117113684282636,5.887384905564192,2,0,50.94287018789408,1,Medium
66,2.602333679515273,63,7.409337396373083,2,2.121668295974633,4.50622537863103,3,0,43.22784103134644,1,Medium
82,5.152479243147258,73,6.808551274297903,1,1.3580736111426122,8.110036519979072,1,1,54.56847879815669,1,Medium
97,4.911863408686266,61,9.746043134352561,5,0.7651255681897275,8.246519245632388,3,1,65.51848708927906,1,Medium
61,9.963357758067243,42,8.160797495932286,1,3.35308939553644,6.159954512674347,5,1,61.36646712803585,1,Medium
100,8.974361480462038,51,5.649706861339706,2,0.9063968351861416,4.460340396736137,1,1,60.49932245553062,1,Medium
71,4.633807482156199,67,7.800458487216977,5,1.3753004618168347,6.5577863044205555,4,1,58.02824570271454,1,Medium
71,6.229373829351187,69,8.903659266004505,5,4.378597474715889,6.654012748301293,5,1,62.040835558894806,1,Medium
95,7.4787160409222855,65,8.542448487463986,1,1.3167941895965978,8.012025309387358,5,0,66.20268762594561,1,Medium
79,0.3486516023382491,87,5.860446146476297,4,0.5110381394472228,5.892498347552101,3,0,45.47063384677692,1,Medium
87,8.9492144122784,60,9.862099995200516,2,2.5391108002230816,8.095595678687832,5,0,69.74877198228957,1,Medium
87,8.601268164179238,67,7.244068228733029,3,1.7625527889757402,9.22893125054433,2,1,67.12841840248015,1,Medium
94,4.574320977737073,95,5.795125018701307,3,4.122441503955014,5.4249162541731994,1,1,53.924735659069526,1,Medium
100,3.9116976608037977,65,5.90097877064074,1,0.8189366766656745,9.873517336719399,2,1,54.466913633844484,1,Medium
57,2.7295937485631496,72,5.491174960945402,2,6.014166301463825,6.318208822820842,3,0,38.13523712847778,0,Low
76,4.7667682833036835,60,9.017590542174672,2,7.249868155481109,5.6035521108823705,3,0,47.79610244920188,1,Medium
76,0.4437666353323677,74,5.6101524716092435,1,5.947481391649555,6.529067095061743,1,1,34.47396422539154,0,Low
83,8.521935333470077,91,5.6256262857087345,2,4.262616299211154,4.566384855423155,5,1,63.50545010459451,1,Medium
70,0.3542236841854507,73,9.252358073804189,4,6.885342574311081,4.754235439072694,4,1,42.394430326163345,1,Medium
79,3.29051365369871,80,6.7230204222377985,1,5.55934703825206,6.4866042818099885,3,1,46.9664209407089,1,Medium
82,9.315894883189898,90,5.154289521540362,4,0.08440897960151883,8.5746671316346,1,0,68.16776285940972,1,Medium
77,7.352126545234528,86,5.259476497592054,2,3.152721222196025,9.401873437446945,4,0,60.61821496536359,1,Medium
96,2.813909605775268,57,5.710852233519478,1,6.8076151952544,7.988907944297625,5,0,43.7351181276862,1,Medium
82,2.526490939608851,97,6.066966739878447,2,2.766870863802154,4.631317331429019,3,1,49.4732945936094,1,Medium
54,0.05082139818025966,50,8.325730971192026,1,0.281721388204188,8.03211857308321,1,0,35.95801749384691,0,Low
97,6.957142928497502,96,5.786631400009141,2,5.9694371084181785,7.812567524217831,1,1,59.41279295600266,1,Medium
68,0.48783581673173093,62,5.59437195588536,4,6.4163061622629485,8.834583509759987,1,1,35.8207789457144,0,Low
53,5.326025194007621,87,8.823595707381395,4,1.2847495603464685,8.951491999913085,3,1,61.47932598567949,1,Medium
84,9.621219725920497,61,8.355276419299571,2,4.2987239747454495,9.209218454673874,4,0,66.94415381001056,1,Medium
98,1.0946886005445389,56,7.176621107276181,1,1.535643511965806,6.48478908747459,1,0,41.92960146591575,1,Medium
66,8.944799309680674,44,7.746548857400519,3,5.753875352353174,8.187186372112865,5,1,60.36833598703394,1,Medium
93,9.914753351450482,83,6.559920101632093,4,2.1724036414198853,5.609502153533865,1,0,68.06148650480486,1,Medium
77,0.6151702623923505,50,7.412502101176804,4,2.5297209805066405,9.996017679901026,4,1,46.173971087165214,1,Medium
79,8.829062691374613,69,7.533363244913729,3,6.759766829120811,5.052005448261159,3,1,60.101938852882185,1,Medium
78,5.160790204436166,54,6.936186355890479,2,3.8105788176552347,4.060686589965015,1,1,46.84119116974466,1,Medium
95,9.0651371944458,66,9.532861053360815,1,5.358035609745983,4.892852287109056,1,0,61.423738171741526,1,Medium
55,5.713189419195741,74,5.080309324905031,2,3.218984405779741,8.65523373726476,5,0,51.525878432515725,1,Medium
84,6.621120101065646,72,8.91085631545623,5,2.3840548575500433,6.680702059049269,5,1,67.44555641258536,1,Medium
90,5.437789079973992,59,5.621914156206621,4,5.003824483397291,6.68500148686257,1,0,49.387270565994555,1,Medium
86,8.644928803073485,100,8.987736802685998,5,1.2388605926305702,9.730137517670011,1,0,75.05266975733464,1,High
73,7.339099189537017,55,8.079559578383606,4,2.983998684534904,9.517809448168446,5,0,62.821445743009384,1,Medium
78,5.212603121804149,73,9.216390454682012,4,1.6722962990873782,5.867168426824055,4,0,60.23417350756405,1,Medium
98,8.681608040515469,41,5.4875716282044875,5,5.566359735525964,5.254348772685197,2,1,57.659779387583335,1,Medium
95,2.4528553225533454,74,7.79490317049887,5,7.553670706768861,9.090893259602439,2,0,49.43899230006463,1,Medium
80,1.5734065970252598,79,7.505439401310985,2,7.964087744126931,9.43611442626618,1,1,42.65467367010233,1,Medium
84,1.604001053300721,95,8.530965914816793,5,3.602214483532726,7.249581536790922,5,1,56.99142317453746,1,Medium
82,3.3400887874523786,67,7.671452759468379,2,2.020243117091556,7.776542266702603,3,0,51.01956469076891,1,Medium
70,2.386900313010175,86,7.703672835665521,2,3.542634963074593,5.54148570815376,3,1,48.03623935406445,1,Medium
81,9.300903505097386,78,7.1479797178803235,2,6.7781552797017905,8.804816127871147,2,1,63.14968515576551,1,Medium
72,1.05834093828584,45,6.544172120036704,4,1.648045428416319,7.792734570694138,4,0,42.20861602537394,1,Medium
82,6.989907380395877,48,7.411321806260961,4,7.61676521322339,7.021081067787979,2,1,53.24079674799873,1,Medium
52,1.8922153978500589,59,5.592461793842003,5,2.734926150385208,4.360651336470375,1,1,37.80479353735573,0,Low
67,8.816371327703502,99,9.807566694915424,4,7.886429275602439,9.495609775066923,4,0,68.88755641732963,1,Medium
74,9.613152881849075,40,8.572053818132991,5,6.708871100271698,7.692708522306436,3,0,61.0516232232803,1,Medium
91,4.654700087699836,47,9.762335583439235,4,6.468564273179123,5.156146568157808,5,0,53.378799247347665,1,Medium
80,8.790714802281316,94,6.133636911649816,1,2.5432373901862686,7.638316701898317,5,0,66.46274250941548,1,Medium
52,0.051451707547147674,62,9.39670510088264,1,0.07021769558343571,8.06478012543984,1,0,39.30205431868828,0,Low
89,8.199469174081,42,9.043949922817692,5,3.0570632706079026,7.154622020099353,2,1,64.52350106389565,1,Medium
95,2.286251615249235,43,8.385762062288368,4,2.4144749573015494,8.308610427736134,1,1,49.31125499505619,1,Medium
73,9.08701309269368,97,8.12514593042603,4,0.29917592327037834,7.488723687571746,5,0,74.72261846978168,1,High
99,0.011201114801094869,64,6.58274832633935,2,4.042922052047437,9.68661749219289,3,0,42.574166343608994,1,Medium
81,5.56181735039757,86,9.082053924825154,3,3.224250490261893,4.322182471595841,5,1,62.09501062666664,1,Medium
96,7.566358037849347,77,7.50757730739867,5,5.076451741932198,4.6374742508173625,4,0,63.52891500190219,1,Medium
71,2.5868833069790798,54,5.354457879456427,3,4.969490577552666,5.0420298217260395,5,0,40.060926875374214,1,Medium
72,1.9313286458729306,60,6.56431580427565,3,0.9659730871734409,8.141026423625993,5,1,49.11459205164185,1,Medium
51,0.8409822446798465,74,9.676485492726638,5,7.8157243690129805,7.873575236498852,4,1,43.95664090915073,1,Medium
76,3.2643357650329294,96,9.253401303024232,4,1.4954514355315753,9.352353161258165,2,1,60.859754802530716,1,Medium
91,5.598443123088295,92,9.909528490382696,5,3.5621921981176365,8.39726471730339,5,0,69.04615688315468,1,Medium
51,1.1584385678025766,92,8.13996691302049,3,3.9049403474698794,7.050132925387554,1,1,43.43870613560796,1,Medium
75,3.7669536198679876,85,6.2375503657020595,4,6.504502377712961,9.950990754781781,5,0,52.73245028659643,1,Medium
66,0.09072404652724964,91,5.814075248384319,1,0.7938367687571741,5.596647737015795,1,1,39.40157202289927,0,Low
89,8.186794204998417,53,5.9345722030423085,5,3.429154233668254,8.999149958712724,4,0,62.9890520524258,1,Medium
82,1.2844871809319136,75,5.098978291736272,5,5.028017361889631,6.560742233163516,5,0,44.302224702917194,1,Medium
58,2.833429482655816,51,6.953410554929696,4,1.7212449729924444,7.892410833254405,4,0,46.061752690982445,1,Medium
92,0.1842771873821747,56,5.957138402497712,1,5.019743190128582,8.363610822714605,4,1,39.34936549910937,0,Low
97,4.322407838925123,78,7.058277302283512,1,7.389318700397221,7.802524523142018,2,1,50.60601024269737,1,Medium
88,8.401215027412189,48,9.674972159193828,4,7.9801450493814,4.84304381865156,5,1,62.06763362192849,1,Medium
78,3.921512114451966,74,7.15270104753595,2,0.2596086143254057,6.657706064487597,1,0,51.06650279147413,1,Medium
91,1.794973234238334,99,9.389922484924174,5,1.88470582595742,7.368630267598746,1,1,58.214083687723736,1,Medium
75,7.536988340505192,52,8.027523833079382,5,2.4824569263335796,9.09426255507158,5,1,65.77199659085215,1,Medium
84,7.888069818707443,54,6.23565777330696,3,3.193008803559729,6.6618744927914335,2,0,56.57705827276289,1,Medium
99,1.737534753075668,57,6.7792737962960565,4,1.9380572606781392,9.51248382882551,2,0,49.10905318807424,1,Medium
74,7.708541085409898,90,5.419597679107147,3,1.6279039564425002,6.642245338151264,2,1,61.85452927935641,1,Medium
73,9.47297888256338,72,6.6673129679800525,3,7.63643073934,7.29267915557807,1,1,58.76649528572208,1,Medium
62,1.6637758693227234,45,8.38770472751767,1,7.348172822164143,8.777714097656805,4,1,38.52610951566177,0,Low
56,7.709842925321356,98,5.360555464647176,5,0.37594000802493976,7.498406106532862,2,0,62.66330508214886,1,Medium
85,7.085720046026294,66,6.027007042390147,3,2.7105041728387853,9.761308434296948,1,1,59.51528783153489,1,Medium
94,4.735738884350885,62,6.907205207066557,1,3.241188429427253,7.9620149830847655,1,0,50.330477829363375,1,Medium
69,0.5792046055879829,98,9.910247685079813,4,1.9121162773275469,7.136256724405606,4,0,52.803459307566335,1,Medium
50,0.7469441775785401,66,8.9243091147944,3,5.030983175905404,4.141551806684776,5,1,40.229004795246134,1,Medium
57,8.524146591986476,73,8.66743373246052,5,5.123045973153928,6.482397385481979,5,1,65.05026914461453,1,Medium
95,9.90148372750647,95,5.58095478262723,3,6.8040338266287765,5.795490515560963,2,0,64.16772555274898,1,Medium
65,6.760522571867544,85,8.904979468074957,4,5.926954147081743,8.488634007324936,2,0,59.19829699019326,1,Medium
63,4.459583070103214,77,8.926344057580076,3,4.340586615727645,5.249666050921275,4,1,53.63513668409146,1,Medium
61,6.475736434019076,53,8.005513478121642,5,5.228694160355359,5.231320523764431,2,1,52.492407534698124,1,Medium
100,5.943958592285453,75,9.95180890999186,1,2.1919102523441447,5.13711425942426,4,1,64.19853528792547,1,Medium
72,3.836122604056218,92,6.62626952962276,5,4.744449519738861,4.753693678937416,1,0,48.95053154403888,1,Medium
64,0.6562614457401295,47,9.70636224120926,1,3.913818037999354,5.866042022025324,2,0,36.33591045468385,0,Low
77,8.21512947407441,74,9.573655574782517,2,1.0667557385309632,9.31553268666055,1,1,67.96820082382425,1,Medium
83,3.7183352923872457,58,5.057403298746889,5,1.9403542126637658,8.64957083383573,3,0,50.57876709180148,1,Medium
51,8.187856433570937,69,7.250582632374055,5,2.3335476057726883,8.41150729784076,4,0,62.3205979000963,1,Medium
81,2.525087496883822,53,9.885521165257867,4,7.394476536420464,8.784020833899776,3,1,48.93453957910072,1,Medium
72,0.010294798456333965,98,5.515606812040379,3,1.8430931150871155,5.61650733597743,2,0,41.16843460109735,1,Medium
71,1.5893828327675652,59,7.738923471916597,1,2.3139512225573453,9.324650144514926,1,1,43.261378675622666,1,Medium
100,4.6853941676858435,88,9.89478753520552,1,2.9548330407154584,4.823820250849627,2,1,59.918698869444654,1,Medium
74,9.443036349578298,64,7.777477120529301,4,5.309941909003096,6.018074360293491,3,0,62.17742041595673,1,Medium
71,1.0219361969371898,79,5.94907651486078,4,0.9459071397771242,7.520488713804058,2,0,44.67291466021007,1,Medium
71,8.54209774461566,63,7.910916150462949,3,7.6315616999502085,4.617430530052004,5,1,58.653129784822355,1,Medium
98,5.270240962118621,53,6.022202869747734,3,6.924569760758116,8.38078112665855,3,0,50.219922794153945,1,Medium
91,8.259207657998966,65,7.598521314472421,5,4.617728584071601,6.323476289220849,2,1,64.07067974955008,1,Medium
55,2.983744309899926,77,5.37021108956174,2,5.392302939399654,8.7064339936504,1,0,39.45219996493057,0,Low
64,8.399471646724718,62,8.027413346072024,3,0.13328376995372793,6.957377713507617,2,0,62.02454865109681,1,Medium
92,7.728227800168045,61,7.583949695640791,4,2.7115582027875895,5.085247146552018,1,0,59.74887120100772,1,Medium
86,2.300536830314339,87,8.700806843807316,3,6.365281845291536,8.408570868132067,5,1,54.19369864730434,1,Medium
82,1.3133512640937806,96,8.153502355793925,1,0.6198637903390871,5.512863735033662,2,0,48.72841570486149,1,Medium
57,8.680543225322928,58,7.748031342653784,2,2.2585106736857616,6.944861807608257,5,1,62.02354075930843,1,Medium
93,9.632366534401319,85,8.448894246240606,5,4.68237462667449,4.453199614941446,3,1,71.61178278989581,1,High
93,0.3130231374751624,90,5.7197095678611545,1,2.0513042215915345,7.70719992647222,1,1,44.04121791874227,1,Medium
54,7.312700669736856,42,7.97679830629302,1,7.471823793156154,7.995146597297664,3,0,47.17148528859876,1,Medium
88,9.095245109478183,81,5.860553014113888,2,1.048469046434323,6.272045259836702,1,1,65.0345071933095,1,Medium
53,8.573600920924987,58,9.627611039259405,5,6.379154863262229,9.726536681926444,5,1,64.94116650938417,1,Medium
55,9.645204722702086,48,5.341670524228021,4,4.063589535251266,9.245013528892411,4,0,58.445688204515285,1,Medium
94,7.600940784380972,67,7.1518737484539665,5,6.002646206559648,8.247645494439968,2,1,62.56325049790371,1,Medium
81,4.422987623809103,59,8.478987388277224,3,2.4857226264915795,8.281912446962457,5,1,58.00166185066885,1,Medium
79,3.1195199049513045,84,7.290111058341294,1,4.11591681849631,5.514410289652908,1,0,45.20385724863357,1,Medium
96,3.2074274043812743,46,5.460476266164512,3,6.854682797785411,7.940891386530694,1,1,42.11026865231256,1,Medium
84,7.24422672614117,53,7.766895080633537,4,3.7350247929848353,5.189237591413118,1,0,55.467812836878224,1,Medium
89,7.4583701203096435,48,8.208159544136773,3,2.877758895282157,4.864019343518933,1,1,57.778420229336305,1,Medium
65,2.0035914354871265,98,8.518961554952538,5,4.2892430900218885,9.996807365215481,2,1,53.94578335503634,1,Medium
62,8.68122813490531,99,6.866299072313795,3,5.738902024290935,7.734255588839045,3,0,62.21430861307231,1,Medium
99,7.1492404020224765,94,7.818299855143811,4,3.548506763988022,6.585927235943143,4,1,69.44148945074124,1,Medium
91,5.627502863433826,96,7.253432374694565,4,7.511015801138184,5.728987137303708,2,1,57.284630272466,1,Medium
79,4.715324601025127,99,8.360280193761266,4,2.3595665923387363,7.6235226619733645,1,1,60.886807197346,1,Medium
68,5.432328057899581,58,7.917784836624093,5,3.8037088493529634,4.2975610493205165,2,0,50.77695933732251,1,Medium
66,1.5924573827926447,86,7.628781097795674,4,6.055421274731532,4.568085943028771,5,0,44.594958286215174,1,Medium
68,2.037012492762742,91,6.247621834191243,1,5.512968723966066,4.197140186442378,1,0,37.94885039905943,0,Low
77,0.9116449040619168,53,5.01009258874117,4,6.909128419337249,6.99501899957597,4,0,35.63138697361127,0,Low
75,1.5365803816111268,95,5.870408376557147,3,7.974473445448871,7.603639775123096,1,0,39.875319904756985,0,Low
86,4.536936346052826,77,5.585330207120843,3,3.4148666303607165,4.374878568146925,4,1,52.53662847156281,1,Medium
75,5.303543937282561,92,7.245423725054733,3,0.8892070382664947,8.3273468049935,4,0,61.53329849626713,1,Medium
72,0.17861892478319374,100,8.061290753809223,5,0.2433270464637438,5.382370429087386,3,0,50.13193421802361,1,Medium
58,7.967978278640276,75,6.065425043424041,3,5.815015249118173,8.111208722619196,3,0,55.23647455458297,1,Medium
61,2.941679733434779,79,9.695285479835935,5,6.992109370469725,9.891382840211474,2,1,51.82355531302973,1,Medium
50,9.118360349599111,56,5.033410646119439,5,1.7657006875553494,8.146635220323107,2,1,59.090292570863916,1,Medium
50,9.675112636137777,69,8.861505075826715,4,1.2675842975192477,9.29915831754165,4,0,69.03682364472151,1,Medium
96,1.8545887467665434,48,8.126023847652212,1,0.49764073220552785,9.689191040458404,1,1,48.69476018653295,1,Medium
83,4.620972907656606,72,6.8677740052384095,4,6.581623373737651,6.920506290113893,5,1,54.212849620846896,1,Medium
81,0.012318351664258875,95,5.252444722062039,4,2.4910555191406747,8.21394987651824,5,1,48.47886985050171,1,Medium
97,5.9832726512242695,91,8.137432858921397,5,3.213575142078212,9.11181552133505,1,1,66.48461741536585,1,Medium
74,6.073064482626712,64,6.92806756432824,5,4.0220015328768985,6.139653477246316,1,0,52.85750112811698,1,Medium
89,2.475399556033752,53,9.681335697066096,3,6.715625873676406,5.568383899362369,3,0,45.47116448652889,1,Medium
94,5.584126725831979,50,7.709950374448829,3,5.2066657724918795,9.679591436670032,5,1,58.678270181263834,1,Medium
50,2.2554014244373546,92,9.698257556467542,4,4.92051703886249,8.357821002212908,4,1,52.33373860859189,1,Medium
65,1.6082546907819006,74,6.102418467366521,2,1.4053767996472857,5.3180928002549575,2,1,42.10745722854846,1,Medium
88,6.515194668022647,80,8.628629551820516,2,4.105519133678638,6.694500356056681,3,1,61.84628713115126,1,Medium
54,3.2592546395207487,98,8.086245104243629,3,5.723048137429242,8.778710617226857,5,0,51.93848908065821,1,Medium
